number,available_bike_stands,available_bikes,last_update
15,15,1,1586857383000
86,33,5,1586857323000
100,16,9,1586857451000
85,23,12,1586857472000
44,26,3,1586857291000
89,27,13,1586857381000
29,0,29,1586857403000
103,34,6,1586857442000
83,25,14,1586857397000
92,24,15,1586857499000
21,25,5,1586857449000
88,11,18,1586857428000
42,10,20,1586857512000
54,21,10,1586857628000
6,20,0,1586857746000
18,27,3,1586857701000
32,16,14,1586857549000
52,23,8,1586857588000
48,29,9,1586857758000
43,28,2,1586857731000
81,28,10,1586857751000
68,29,11,1586857802000
87,29,8,1586857658000
84,24,6,1586857560000
90,31,9,1586857586000
11,19,11,1586857577000
114,29,10,1586857521000
72,31,0,1586857550000
99,24,6,1586857543000
9,9,15,1586857776000
5,32,8,1586857648000
97,29,11,1586857769000
77,28,1,1586857505000
4,6,13,1586857577000
49,20,19,1586857637000
7,23,6,1586857722000
102,27,12,1586857636000
38,13,27,1586857633000
53,29,11,1586857657000
66,13,27,1586857761000
104,29,11,1586857733000
101,22,8,1586857749000
115,23,7,1586857710000
47,29,11,1586857597000
117,29,11,1586857678000
27,14,6,1586857634000
76,37,1,1586857522000
69,7,33,1586857790000
94,31,9,1586857529000
22,6,13,1586857755000
50,35,5,1586857559000
110,36,4,1586857677000
12,13,7,1586857687000
34,21,8,1586857556000
78,4,35,1586857599000
2,20,0,1586857666000
65,23,17,1586857678000
86,33,5,1586857797000
10,1,14,1586857543000
100,15,10,1586857639000
24,14,6,1586857646000
64,34,5,1586857547000
109,13,16,1586857798000
107,31,9,1586857731000
33,4,18,1586857684000
57,17,6,1586857698000
41,19,1,1586857790000
3,14,6,1586857652000
40,8,13,1586857763000
28,23,6,1586857670000
39,17,3,1586857642000
92,24,15,1586857567000
30,18,2,1586857953000
108,34,6,1586857959000
56,31,9,1586858061000
48,29,9,1586857806000
13,24,4,1586857924000
31,16,4,1586857892000
98,32,8,1586857846000
23,10,20,1586857846000
106,31,9,1586858049000
112,8,21,1586857930000
74,17,13,1586858040000
17,12,7,1586857812000
45,23,7,1586857809000
72,30,1,1586857985000
63,20,14,1586857959000
113,32,8,1586857858000
91,19,11,1586858041000
9,7,17,1586857935000
67,36,4,1586857961000
116,24,6,1586857918000
55,31,4,1586858062000
62,23,17,1586857868000
61,16,9,1586857955000
77,27,2,1586857814000
73,30,0,1586858017000
19,8,22,1586857908000
102,27,12,1586857806000
38,12,28,1586857945000
58,32,8,1586858071000
8,22,8,1586857916000
16,11,9,1586858075000
96,19,10,1586858053000
82,12,9,1586857857000
71,39,1,1586858062000
79,8,19,1586857901000
69,7,33,1586858047000
25,15,15,1586858070000
51,36,3,1586857972000
37,22,8,1586857849000
59,14,4,1586858034000
95,22,18,1586858005000
105,29,7,1586858096000
36,26,14,1586858041000
93,34,6,1586858098000
78,3,36,1586857849000
75,37,3,1586858059000
111,36,4,1586857995000
26,8,12,1586858007000
15,15,1,1586857991000
86,35,3,1586857827000
10,0,15,1586857939000
24,14,6,1586857922000
85,24,11,1586858081000
33,5,18,1586857971000
44,27,2,1586857901000
89,27,13,1586857991000
80,25,15,1586857809000
29,15,14,1586858099000
103,34,6,1586858049000
39,16,4,1586857872000
83,25,14,1586858007000
92,25,14,1586857832000
21,25,5,1586858058000
88,11,18,1586858036000
42,8,22,1586863681000
30,17,3,1586863858000
54,22,11,1586863852000
108,32,8,1586863793000
56,31,9,1586863544000
6,20,0,1586863739000
18,27,3,1586863540000
32,17,13,1586863280000
52,22,10,1586863713000
48,25,13,1586863752000
13,25,5,1586863301000
43,27,3,1586863710000
81,28,12,1586863616000
31,12,8,1586863477000
98,33,7,1586863471000
23,19,11,1586863563000
106,33,7,1586863467000
112,8,21,1586863796000
68,28,12,1586863769000
74,11,19,1586863859000
87,27,10,1586863493000
84,24,6,1586863684000
90,30,10,1586863693000
11,19,11,1586863651000
17,13,6,1586863486000
45,24,6,1586863571000
114,27,13,1586863365000
72,19,12,1586863727000
63,22,13,1586863651000
113,31,9,1586863258000
91,21,9,1586863437000
99,24,6,1586863399000
9,5,19,1586863486000
67,37,3,1586863696000
116,24,6,1586863400000
55,31,5,1586863355000
62,23,17,1586863350000
5,33,7,1586863355000
97,28,12,1586863679000
61,16,9,1586863444000
77,28,1,1586863341000
73,25,5,1586863785000
4,8,11,1586863474000
49,22,17,1586863739000
19,6,24,1586863485000
7,25,4,1586863707000
102,30,10,1586863851000
38,9,31,1586863519000
53,29,11,1586863609000
58,31,9,1586863473000
66,14,26,1586863616000
104,29,11,1586863826000
101,26,4,1586863316000
115,24,6,1586863685000
47,28,12,1586863362000
117,29,11,1586863769000
8,23,7,1586863374000
27,14,6,1586863724000
16,10,10,1586863686000
96,20,9,1586863834000
82,13,9,1586863331000
76,36,2,1586863264000
71,40,0,1586863321000
79,9,18,1586863298000
69,27,13,1586863332000
25,15,15,1586863739000
51,35,5,1586863795000
37,22,8,1586863504000
59,17,3,1586863385000
95,24,16,1586863801000
94,31,9,1586863617000
105,29,7,1586863613000
36,26,14,1586863491000
93,34,6,1586863580000
22,6,14,1586863566000
50,36,4,1586863290000
110,34,6,1586863543000
12,12,8,1586863553000
34,22,8,1586863418000
78,4,35,1586863308000
2,18,2,1586863742000
75,38,2,1586863454000
111,37,3,1586863663000
26,8,12,1586863852000
65,23,17,1586863762000
15,16,0,1586863453000
86,32,6,1586863810000
10,5,11,1586863481000
100,14,11,1586863359000
24,19,1,1586863769000
64,33,6,1586863831000
109,15,14,1586863641000
85,32,3,1586863483000
107,30,10,1586863387000
33,10,13,1586863845000
44,23,7,1586863500000
89,27,13,1586863648000
57,16,7,1586863859000
80,26,14,1586863840000
41,18,2,1586863402000
3,16,4,1586863692000
40,9,12,1586863573000
29,18,11,1586863802000
103,34,6,1586863513000
28,17,13,1586863408000
39,20,0,1586863633000
83,25,15,1586863606000
92,26,13,1586863433000
21,25,5,1586863406000
88,13,16,1586863339000
42,8,22,1586864068000
56,31,9,1586864105000
6,18,2,1586864121000
18,28,2,1586863959000
32,17,13,1586863889000
52,21,11,1586864124000
13,25,5,1586863908000
31,11,9,1586863954000
98,33,7,1586864080000
106,33,7,1586864076000
87,27,10,1586864074000
17,13,6,1586864096000
45,24,6,1586864136000
114,27,13,1586863974000
63,21,14,1586864026000
113,31,9,1586863866000
91,20,10,1586864106000
99,25,5,1586864007000
9,5,19,1586864095000
116,24,6,1586864009000
55,31,5,1586863964000
62,23,17,1586863960000
5,32,8,1586863900000
61,16,9,1586864053000
77,27,2,1586863936000
73,25,5,1586863927000
4,8,11,1586864082000
19,6,24,1586864093000
102,30,10,1586864158000
38,8,32,1586864030000
58,31,9,1586864082000
66,15,25,1586864086000
101,26,4,1586863924000
47,28,12,1586864150000
8,23,7,1586863983000
82,13,9,1586863940000
76,36,2,1586863874000
71,40,0,1586863930000
79,10,17,1586863907000
69,28,12,1586863941000
25,16,14,1586863974000
37,22,8,1586864114000
59,16,4,1586864043000
95,24,16,1586864149000
36,26,14,1586864100000
50,36,4,1586863898000
110,33,7,1586864102000
12,13,7,1586864160000
34,22,8,1586863952000
78,5,35,1586863917000
75,38,2,1586864063000
26,8,12,1586864154000
15,16,0,1586864061000
10,6,10,1586864090000
100,14,11,1586863967000
64,35,5,1586864132000
85,33,2,1586864091000
107,30,10,1586863995000
33,10,13,1586864100000
44,23,7,1586864110000
41,19,1,1586864011000
29,18,11,1586864161000
103,34,6,1586864121000
28,17,13,1586864017000
92,23,16,1586863990000
21,25,5,1586864015000
88,13,16,1586863947000
42,8,22,1586864472000
30,17,3,1586864467000
54,22,11,1586864463000
108,33,7,1586864640000
56,32,8,1586864569000
6,20,0,1586864313000
18,26,4,1586864610000
32,17,13,1586864506000
52,21,11,1586864732000
48,25,13,1586864353000
13,25,5,1586864516000
43,26,4,1586864746000
81,28,12,1586864225000
31,12,8,1586864698000
98,33,7,1586864689000
23,19,11,1586864170000
106,33,7,1586864685000
112,7,22,1586864502000
68,28,12,1586864378000
74,12,18,1586864468000
87,28,9,1586864683000
84,24,6,1586864577000
90,30,10,1586864301000
11,19,11,1586864259000
17,13,6,1586864706000
45,24,6,1586864165000
114,28,12,1586864741000
72,19,12,1586864337000
63,21,14,1586864633000
113,31,9,1586864475000
91,20,10,1586864752000
99,24,6,1586864165000
9,4,20,1586864666000
67,38,2,1586864306000
116,24,6,1586864619000
55,31,5,1586864573000
62,23,17,1586864569000
5,32,8,1586864231000
97,28,12,1586864287000
61,16,9,1586864662000
77,26,3,1586864732000
73,26,4,1586864535000
4,8,11,1586864691000
49,22,17,1586864674000
19,5,25,1586864215000
7,25,4,1586864627000
102,31,9,1586864618000
38,8,32,1586864256000
53,29,11,1586864219000
58,31,9,1586864691000
66,14,26,1586864650000
104,29,11,1586864435000
101,26,4,1586864747000
115,24,6,1586864294000
47,31,9,1586864725000
117,29,11,1586864378000
8,23,7,1586864592000
27,14,6,1586864726000
16,10,10,1586864295000
96,20,9,1586864443000
82,13,9,1586864548000
76,36,2,1586864483000
71,40,0,1586864539000
79,10,17,1586864516000
69,28,12,1586864236000
25,17,13,1586864375000
51,35,5,1586864365000
37,22,8,1586864723000
59,16,4,1586864651000
95,24,16,1586864233000
94,31,9,1586864227000
105,29,7,1586864222000
36,27,13,1586864554000
93,34,6,1586864189000
22,6,14,1586864175000
50,36,4,1586864667000
110,33,7,1586864711000
12,13,7,1586864209000
34,21,9,1586864687000
78,5,35,1586864526000
2,10,10,1586864573000
75,38,2,1586864673000
111,35,5,1586864575000
65,23,17,1586864372000
15,16,0,1586864669000
86,32,6,1586864418000
10,6,10,1586864699000
100,13,12,1586864477000
24,20,0,1586864381000
64,35,5,1586864740000
109,15,14,1586864250000
85,32,3,1586864482000
107,30,10,1586864602000
33,10,13,1586864709000
44,23,7,1586864489000
89,27,13,1586864257000
57,16,7,1586864466000
80,26,14,1586864527000
41,19,1,1586864620000
3,16,4,1586864435000
40,9,12,1586864182000
29,18,11,1586864183000
103,34,6,1586864728000
28,17,13,1586864626000
39,20,0,1586864241000
83,25,15,1586864216000
92,22,17,1586864581000
21,24,6,1586864469000
88,13,16,1586864237000
42,7,23,1586864987000
56,32,8,1586864916000
6,20,0,1586864921000
18,27,3,1586864837000
52,20,12,1586864993000
48,26,13,1586864962000
81,28,12,1586864835000
23,19,11,1586865046000
112,7,22,1586864852000
68,28,12,1586864988000
90,30,10,1586864910000
11,19,11,1586864866000
45,25,5,1586864774000
114,28,12,1586864773000
72,20,11,1586865004000
113,31,9,1586865057000
91,21,9,1586864796000
99,24,6,1586864773000
67,38,2,1586864916000
5,33,7,1586864839000
97,29,11,1586864911000
77,26,3,1586864843000
4,8,11,1586864820000
19,7,23,1586865021000
38,8,32,1586864854000
53,29,11,1586864827000
66,13,27,1586864834000
104,29,11,1586865044000
115,24,6,1586864903000
117,29,11,1586864987000
16,10,10,1586864903000
96,20,9,1586865052000
71,39,1,1586865033000
69,29,11,1586864845000
25,17,13,1586864982000
51,36,4,1586864973000
95,24,16,1586864842000
94,31,9,1586864836000
105,29,7,1586864830000
36,27,13,1586864943000
93,34,6,1586864798000
22,6,14,1586864784000
50,37,3,1586864990000
12,14,6,1586864817000
78,4,36,1586864945000
26,9,11,1586864762000
65,23,17,1586864980000
15,7,9,1586864869000
86,32,6,1586865027000
10,5,11,1586864915000
24,20,0,1586864989000
109,15,14,1586864858000
107,29,11,1586864843000
89,27,13,1586864866000
3,16,4,1586864912000
40,9,12,1586864790000
29,18,11,1586864792000
39,20,0,1586864849000
83,25,15,1586864826000
88,14,15,1586864845000
42,7,23,1586865359000
30,17,3,1586865076000
54,22,11,1586865072000
108,34,6,1586865249000
56,32,8,1586865355000
18,28,2,1586865334000
32,17,13,1586865115000
13,25,5,1586865123000
43,26,4,1586865355000
31,13,7,1586865195000
98,33,7,1586865298000
106,33,7,1586865294000
112,9,21,1586865350000
68,28,12,1586865335000
74,11,19,1586865133000
87,28,9,1586865292000
84,25,5,1586865186000
17,13,6,1586865315000
72,20,11,1586865155000
63,21,14,1586865359000
113,32,8,1586865129000
91,20,10,1586865361000
9,5,19,1586865274000
116,24,6,1586865228000
55,31,5,1586865182000
62,23,17,1586865178000
97,31,9,1586865196000
61,16,9,1586865271000
73,26,4,1586865143000
49,23,17,1586865284000
19,6,24,1586865102000
7,25,4,1586865234000
102,31,9,1586865227000
58,31,9,1586865299000
66,12,28,1586865360000
101,27,3,1586865356000
115,24,6,1586865095000
47,31,9,1586865334000
8,23,7,1586865201000
27,14,6,1586865311000
82,13,9,1586865156000
76,36,2,1586865091000
71,40,0,1586865283000
79,10,17,1586865126000
51,35,5,1586865346000
37,22,8,1586865332000
59,16,4,1586865260000
95,23,17,1586865175000
22,6,14,1586865147000
50,36,4,1586865181000
110,33,7,1586865184000
34,22,8,1586865296000
2,10,10,1586865181000
75,37,3,1586865303000
111,34,6,1586865101000
100,13,12,1586865084000
24,19,1,1586865205000
64,35,5,1586865348000
85,32,3,1586865090000
33,8,15,1586865109000
44,22,8,1586865222000
57,16,7,1586865073000
80,26,14,1586865135000
41,20,0,1586865350000
3,16,4,1586865085000
103,34,6,1586865335000
28,17,13,1586865235000
83,25,15,1586865271000
92,22,17,1586865189000
21,24,6,1586865078000
42,8,22,1586865394000
30,17,3,1586865562000
6,20,0,1586865529000
52,20,12,1586865601000
48,26,13,1586865571000
43,25,5,1586865488000
81,28,12,1586865444000
23,20,10,1586865653000
68,29,11,1586865391000
84,24,6,1586865414000
90,30,10,1586865519000
11,19,11,1586865473000
17,13,6,1586865649000
45,25,5,1586865381000
114,29,11,1586865382000
91,20,10,1586865389000
99,24,6,1586865381000
9,5,19,1586865449000
67,38,2,1586865525000
5,33,7,1586865431000
77,27,2,1586865451000
4,9,11,1586865428000
19,5,25,1586865513000
7,25,4,1586865470000
38,8,32,1586865514000
53,29,11,1586865435000
58,31,9,1586865641000
66,12,28,1586865441000
104,29,11,1586865653000
117,29,11,1586865597000
8,22,8,1586865594000
27,14,6,1586865394000
16,10,10,1586865511000
96,19,10,1586865451000
69,28,12,1586865527000
25,17,13,1586865590000
51,36,4,1586865640000
94,31,9,1586865444000
105,29,7,1586865439000
36,28,12,1586865553000
93,34,6,1586865408000
50,34,6,1586865624000
12,14,6,1586865424000
78,4,36,1586865555000
2,10,10,1586865486000
111,34,6,1586865541000
26,9,11,1586865369000
65,23,17,1586865588000
15,7,9,1586865478000
86,32,6,1586865635000
10,3,13,1586865592000
109,15,14,1586865466000
107,29,11,1586865449000
33,8,15,1586865601000
89,27,13,1586865475000
3,15,5,1586865639000
40,9,12,1586865399000
29,17,12,1586865524000
39,20,0,1586865458000
88,14,15,1586865453000
54,22,11,1586865680000
108,34,6,1586865857000
18,29,1,1586865943000
32,17,13,1586865724000
52,19,13,1586865706000
13,25,5,1586865730000
43,26,4,1586865802000
31,15,5,1586865937000
98,33,7,1586865907000
106,33,7,1586865903000
112,17,13,1586865961000
74,11,19,1586865725000
87,28,9,1586865901000
11,19,11,1586865961000
17,13,6,1586865683000
72,21,10,1586865764000
113,33,7,1586865739000
91,20,10,1586865895000
67,37,3,1586865716000
116,24,6,1586865836000
55,31,5,1586865790000
62,23,17,1586865787000
97,31,9,1586865804000
61,16,9,1586865881000
77,25,4,1586865689000
73,26,4,1586865752000
7,26,3,1586865822000
102,31,9,1586865835000
38,13,27,1586865955000
58,31,9,1586865679000
115,25,5,1586865704000
47,30,10,1586865816000
27,15,5,1586865846000
82,13,9,1586865765000
76,36,2,1586865700000
71,40,0,1586865891000
79,10,17,1586865929000
25,18,12,1586865817000
37,22,8,1586865940000
59,16,4,1586865868000
95,23,17,1586865784000
22,7,13,1586865858000
110,33,7,1586865793000
34,20,10,1586865847000
78,4,36,1586865824000
75,37,3,1586865912000
111,35,5,1586865892000
86,31,7,1586865723000
10,3,13,1586865774000
100,13,12,1586865692000
24,19,1,1586865813000
64,35,5,1586865956000
109,15,14,1586865959000
85,32,3,1586865700000
33,8,15,1586865728000
44,22,8,1586865831000
57,16,7,1586865681000
80,26,14,1586865744000
41,20,0,1586865958000
3,15,5,1586865798000
103,34,6,1586865943000
28,17,13,1586865844000
83,26,14,1586865880000
92,22,17,1586865796000
21,24,6,1586865686000
42,9,21,1586866001000
30,18,2,1586866170000
108,33,7,1586866068000
56,32,8,1586865964000
6,20,0,1586866138000
48,26,13,1586866180000
81,28,12,1586866053000
31,14,6,1586866230000
23,20,10,1586866260000
112,18,12,1586865978000
68,29,11,1586866000000
84,24,6,1586866023000
90,30,10,1586866128000
11,19,11,1586865996000
45,25,5,1586865989000
114,29,11,1586865991000
63,22,13,1586865966000
91,19,11,1586865966000
99,24,6,1586866046000
9,6,18,1586866057000
116,24,6,1586866001000
5,34,6,1586866040000
97,31,9,1586866260000
4,9,11,1586866036000
49,21,19,1586866138000
19,5,25,1586866010000
38,15,25,1586866113000
53,29,11,1586866044000
66,11,29,1586866170000
101,27,3,1586865964000
117,29,11,1586866206000
8,22,8,1586866203000
16,10,10,1586866119000
96,19,10,1586866059000
79,10,17,1586865963000
69,28,12,1586866136000
51,37,3,1586866249000
59,15,5,1586866186000
94,31,9,1586866053000
105,29,7,1586866049000
36,28,12,1586866162000
93,34,6,1586866017000
22,6,14,1586865985000
50,34,6,1586866232000
12,14,6,1586866032000
34,20,10,1586866229000
78,4,36,1586865966000
2,11,9,1586866094000
26,8,12,1586866137000
65,23,17,1586866196000
15,6,10,1586866178000
10,4,12,1586866064000
24,18,2,1586865994000
109,16,13,1586865964000
85,31,4,1586866146000
107,29,11,1586866057000
33,9,14,1586866074000
44,22,8,1586866143000
89,27,13,1586866084000
40,7,14,1586866183000
29,17,12,1586866132000
28,17,13,1586866126000
39,20,0,1586866066000
88,14,15,1586866062000
42,9,21,1586866760000
30,17,3,1586866974000
54,22,11,1586866896000
108,32,8,1586866530000
56,31,9,1586866750000
6,20,0,1586866746000
18,28,2,1586866489000
32,17,13,1586866942000
52,18,14,1586866469000
48,26,13,1586866842000
13,25,5,1586866621000
43,27,3,1586867021000
81,28,12,1586866662000
31,14,6,1586866838000
98,33,7,1586866517000
23,20,10,1586866868000
106,33,7,1586866512000
112,19,11,1586866831000
68,29,11,1586866608000
74,13,17,1586866574000
87,28,9,1586866510000
84,23,7,1586866503000
90,30,10,1586866737000
11,20,10,1586866604000
17,14,5,1586866900000
45,25,5,1586866598000
114,29,11,1586866563000
72,19,12,1586866894000
63,22,13,1586866574000
113,33,7,1586866956000
91,19,11,1586866575000
99,24,6,1586866654000
9,4,20,1586866835000
67,36,4,1586867042000
116,24,6,1586866726000
55,31,5,1586867009000
62,23,17,1586867005000
5,33,7,1586866922000
97,32,8,1586866868000
61,16,9,1586866490000
77,25,4,1586866863000
73,24,6,1586866778000
4,10,10,1586867014000
49,20,20,1586866506000
19,6,24,1586866929000
7,27,2,1586867036000
102,31,9,1586866443000
38,20,20,1586866937000
53,29,11,1586866652000
58,32,8,1586866898000
66,11,29,1586866777000
104,29,11,1586866872000
101,27,3,1586866694000
115,25,5,1586866920000
47,29,11,1586866998000
117,29,11,1586866815000
8,22,8,1586866811000
27,16,4,1586866455000
16,10,10,1586866728000
96,19,10,1586866669000
82,12,10,1586866894000
76,36,2,1586866644000
71,38,2,1586866799000
79,11,16,1586866573000
69,28,12,1586866745000
25,17,13,1586866867000
51,37,3,1586866857000
37,22,8,1586866549000
59,15,5,1586866795000
95,22,18,1586866596000
94,31,9,1586866662000
105,29,7,1586866658000
36,28,12,1586866771000
93,34,6,1586866626000
22,6,14,1586866593000
50,33,7,1586866620000
110,32,8,1586866660000
12,14,6,1586866641000
34,20,10,1586866506000
78,4,36,1586866576000
2,10,10,1586867026000
75,37,3,1586866521000
111,36,4,1586866501000
26,9,11,1586866819000
65,23,17,1586866805000
15,6,10,1586866787000
86,31,7,1586866939000
10,5,11,1586866615000
100,13,12,1586866907000
24,17,3,1586867035000
64,35,5,1586866563000
109,16,13,1586866572000
85,32,3,1586866873000
107,29,11,1586866664000
33,9,14,1586866588000
44,24,6,1586866988000
89,27,13,1586866693000
57,16,7,1586866896000
80,26,14,1586866821000
41,20,0,1586866566000
3,13,7,1586866995000
40,8,13,1586867039000
29,17,12,1586866740000
103,34,6,1586866550000
28,18,12,1586866734000
